ZIP,Latitude,Longitude
48827,42.5167,-84.6599
48824,42.7259,-84.4811
48823,42.7625,-84.4714
48813,42.5696,-84.8428
48812,43.4061,-84.975
48811,43.1757,-84.8569
48809,43.0546,-85.2493
48801,43.3792,-84.6551
48787,43.3317,-83.7381
48764,44.2694,-83.5147
48759,43.7397,-83.3991
48755,43.8309,-83.2511
48750,44.4534,-83.4702
48742,44.7334,-83.4446
48730,44.3491,-83.4724
48726,43.6092,-83.19
48723,43.5034,-83.4111
48722,43.3435,-83.8499
48710,43.562,-83.9866
48708,43.5689,-83.8462
48706,43.6065,-83.9689
48674,43.6124,-84.1971
48670,43.634,-84.2568
48661,44.3387,-84.2198
48657,43.7066,-84.4037
48654,44.4676,-84.1274
48642,43.7053,-84.2236
48641,43.6607,-84.2857
48640,43.5793,-84.3384
48638,44.3106,-85.6993
48626,43.4188,-84.2305
48625,44.0405,-84.8528
48617,43.8507,-84.7076
48612,43.8855,-84.4469
48607,43.4332,-83.9337
48605,43.4007,-83.9003
48604,43.4829,-83.9751
48603,43.4449,-84.01
48602,43.4154,-83.9808
48601,43.4101,-83.8516
48532,43.0117,-83.7971
48519,42.9905,-83.6054
48509,43.0331,-83.6057
48507,42.9591,-83.7266
48505,43.0649,-83.6912
48504,43.0512,-83.746
48503,43.012,-83.658
48502,43.0159,-83.6897
48471,43.4207,-82.8496
48470,43.7391,-82.7902
48468,43.9454,-82.7875
48455,42.9391,-83.3249
48446,43.0522,-83.3416
48444,43.0634,-83.0577
48442,42.785,-83.5796
48441,43.796,-82.7415
48439,42.9187,-83.6178
48430,42.7742,-83.7559
48423,43.0286,-83.5172
48422,43.2677,-82.6595
48413,43.7974,-83.0006
48412,43.0659,-83.1766
48393,42.5224,-83.5454
48390,42.5505,-83.4759
48386,42.6548,-83.4784
48382,42.5976,-83.5012
48381,42.566,-83.5943
48377,42.5072,-83.4742
48376,42.4806,-83.4756
48375,42.467,-83.4648
48374,42.4727,-83.5245
48371,42.8489,-83.2899
48360,42.7498,-83.2732
48359,42.7256,-83.2864
48348,42.7576,-83.406
48346,42.7198,-83.428
48342,42.6476,-83.2791
48341,42.6338,-83.3089
48336,42.4627,-83.348
48335,42.4627,-83.4065
48334,42.5067,-83.3493
48331,42.5052,-83.4076
48329,42.6899,-83.3912
48328,42.6481,-83.356
48327,42.643,-83.413
48326,42.6734,-83.2314
48325,42.5957,-83.391
48324,42.5939,-83.3914
48323,42.5742,-83.3524
48322,42.5426,-83.3799
48320,42.6113,-83.3383
48317,42.6467,-83.053
48316,42.6917,-83.0572
48315,42.6705,-82.9949
48314,42.6099,-83.0525
48313,42.5974,-83.0008
48312,42.5598,-83.0097
48310,42.5639,-83.0689
48309,42.6568,-83.1819
48308,42.6806,-83.1339
48307,42.6463,-83.1225
48306,42.7293,-83.1555
48304,42.5936,-83.2369
48302,42.5868,-83.2947
48301,42.5416,-83.2835
48265,42.3254,-83.0602
48243,42.3302,-83.0384
48242,42.217,-83.3463
48239,42.3751,-83.2801
48238,42.4014,-83.1404
48237,42.4641,-83.1778
48236,42.4221,-82.8694
48235,42.4204,-83.1946
48234,42.426,-83.0679
48231,42.3313,-83.0494
48230,42.3789,-82.9027
48228,42.3532,-83.2103
48227,42.3944,-83.1933
48226,42.3305,-83.0516
48225,42.441,-82.9308
48224,42.4143,-82.941
48223,42.3931,-83.2468
48221,42.4244,-83.1508
48220,42.4641,-83.1325
48219,42.421,-83.253
48217,42.2719,-83.1553
48216,42.3252,-83.0772
48215,42.3731,-82.9525
48214,42.3705,-82.9907
48213,42.3968,-82.9959
48212,42.4064,-83.0583
48211,42.3795,-83.0452
48210,42.339,-83.1292
48209,42.2963,-83.1167
48208,42.3504,-83.0938
48207,42.353,-83.0272
48206,42.375,-83.1078
48205,42.4254,-82.9824
48204,42.3732,-83.1455
48203,42.4214,-83.1067
48202,42.3812,-83.0825
48201,42.3459,-83.0587
48198,42.2751,-83.5944
48197,42.205,-83.6249
48195,42.2029,-83.2047
48193,42.1702,-83.2278
48192,42.2127,-83.1557
48189,42.3988,-83.7788
48188,42.2769,-83.4856
48187,42.3384,-83.4882
48186,42.2991,-83.3837
48185,42.3308,-83.3971
48184,42.2775,-83.3878
48183,42.1336,-83.2229
48182,41.7965,-83.591
48180,42.2061,-83.2679
48176,42.1492,-83.8166
48174,42.2058,-83.4046
48170,42.3712,-83.5289
48169,42.4593,-83.9449
48168,41.9471,-83.4191
48167,42.4197,-83.5291
48166,41.9849,-83.3012
48165,42.4995,-83.6245
48162,41.9534,-83.4887
48161,41.9122,-83.4664
48154,42.3951,-83.3734
48152,42.4242,-83.3746
48150,42.375,-83.3724
48146,42.2417,-83.1812
48141,42.2934,-83.3148
48135,42.3252,-83.3382
48134,42.1112,-83.3106
48133,41.785,-83.4873
48131,41.9604,-83.6688
48130,42.3527,-83.8911
48128,42.3187,-83.2713
48127,42.3328,-83.274
48126,42.3294,-83.186
48125,42.2973,-83.2882
48124,42.3028,-83.248
48122,42.2842,-83.1779
48121,42.3051,-83.1724
48120,42.3031,-83.176
48118,42.3139,-84.0462
48116,42.5041,-83.7635
48114,42.5761,-83.766
48113,42.2641,-83.8392
48111,42.1769,-83.4821
48109,42.2904,-83.7125
48108,42.2176,-83.7484
48106,42.2724,-83.7746
48105,42.3234,-83.7016
48104,42.2719,-83.7202
48103,42.2672,-83.8333
48101,42.263,-83.2113
48099,42.5569,-83.1162
48098,42.5991,-83.1788
48093,42.5153,-83.012
48092,42.524,-83.0577
48091,42.4715,-83.0614
48089,42.4714,-82.9937
48088,42.5153,-82.982
48085,42.6078,-83.1202
48084,42.5559,-83.1761
48083,42.5531,-83.1178
48082,42.5199,-82.8276
48081,42.4588,-82.7893
48080,42.4681,-82.8885
48079,42.8461,-82.5436
48076,42.4983,-83.2323
48075,42.4643,-83.2309
48073,42.5215,-83.1649
48072,42.4964,-83.184
48071,42.5191,-83.106
48070,42.4784,-83.1682
48069,42.4712,-83.1447
48067,42.4894,-83.1302
48066,42.502,-82.943
48065,42.8503,-83.0417
48061,42.9709,-82.4249
48060,42.9889,-82.4632
48059,43.0844,-82.5046
48051,42.6809,-82.8343
48047,42.651,-82.7714
48045,42.5663,-82.8009
48044,42.6546,-82.9294
48043,42.5996,-82.8786
48042,42.682,-82.9167
48040,42.9164,-82.4795
48038,42.5986,-82.9438
48036,42.5986,-82.9079
48035,42.5602,-82.9175
48034,42.4959,-83.2905
48033,42.4643,-83.2891
48030,42.4616,-83.0973
48026,42.5389,-82.9496
48025,42.5226,-83.2623
48021,42.4681,-82.9457
48017,42.5371,-83.1464
48015,42.4821,-83.0273
48009,42.5453,-83.2188
48007,42.5569,-83.1164
48003,42.9398,-83.0429
48001,42.6349,-82.583
47996,40.4258,-86.9081
47993,40.3161,-87.3621
47981,40.2476,-86.9306
47959,40.8561,-86.9283
47946,40.9812,-86.8582
47943,41.0528,-87.2788
47933,40.0427,-86.847
47932,40.1107,-87.4256
47923,40.6142,-86.9217
47907,40.4242,-86.915
47906,40.4756,-86.9667
47905,40.4249,-86.7765
47904,40.4425,-86.8805
47901,40.4175,-86.8885
47876,39.5045,-87.4447
47850,39.2517,-87.4417
47834,39.5507,-87.1272
47809,39.4713,-87.4071
47807,39.47,-87.401
47804,39.5023,-87.3838
47803,39.4661,-87.3235
47802,39.361,-87.3857
47750,37.9741,-87.4809
47725,38.0942,-87.5281
47722,37.948,-87.5299
47715,37.9608,-87.4716
47714,37.9624,-87.5201
47713,37.9471,-87.5595
47712,37.9441,-87.6661
47711,38.0281,-87.5119
47710,38.034,-87.575
47708,37.9704,-87.5735
47706,37.954,-87.5588
47670,38.3374,-87.5733
47635,37.8958,-87.097
47630,37.946,-87.3775
47629,37.9444,-87.4053
47620,37.9084,-87.7813
47610,38.0451,-87.4133
47591,38.6478,-87.492
47586,38.0242,-86.6943
47549,38.4187,-86.969
47546,38.4206,-86.9333
47542,38.2931,-87.0003
47460,39.2868,-86.8013
47446,38.7504,-86.4872
47407,39.2459,-86.4546
47404,39.2447,-86.5634
47403,39.0826,-86.6111
47402,39.1462,-86.5314
47401,39.0836,-86.455
47396,40.2023,-85.5236
47374,39.8336,-84.8859
47371,40.4144,-84.972
47359,40.5587,-85.294
47346,39.925,-85.157
47334,40.1463,-85.5638
47331,39.6537,-85.1771
47327,39.8288,-85.1785
47304,40.2381,-85.4752
47303,40.2785,-85.3832
47302,40.1339,-85.3856
47274,38.9567,-85.9085
47265,39.0285,-85.631
47250,38.83,-85.3669
47246,39.2882,-85.7478
47243,38.6619,-85.4688
47240,39.3254,-85.4911
47203,39.233,-85.8716
47201,39.1838,-85.9652
47172,38.4005,-85.7787
47170,38.6943,-85.8648
47150,38.2905,-85.8505
47130,38.3337,-85.6999
47129,38.3145,-85.772
47124,38.3725,-85.9982
47117,38.103,-85.9943
47108,38.6361,-86.2525
47025,39.1607,-84.8706
47012,39.4051,-84.9593
47006,39.2948,-85.2154
46992,40.7869,-85.8101
46989,40.4459,-85.4907
46975,41.0406,-86.2566
46970,40.7621,-86.0745
46962,40.9907,-85.78
46953,40.5125,-85.6452
46952,40.6025,-85.684
46947,40.7438,-86.4207
46923,40.5874,-86.6759
46901,40.5287,-86.1568
46845,41.2105,-85.1098
46835,41.1566,-85.0436
46825,41.1446,-85.1323
46818,41.1614,-85.2519
46816,40.9889,-85.0027
46815,41.0986,-85.0594
46814,41.0477,-85.3196
46809,41.0002,-85.2158
46808,41.1059,-85.1739
46806,41.0406,-85.0975
46805,41.0986,-85.1162
46804,41.0355,-85.2478
46803,41.0708,-85.0834
46802,41.0679,-85.1634
46801,41.0724,-85.1362
46783,40.9626,-85.326
46776,41.7122,-85.1688
46761,41.6302,-85.3776
46755,41.4455,-85.2797
46750,40.8613,-85.4421
46738,41.325,-85.1325
46737,41.7147,-84.9368
46725,41.1512,-85.4617
46714,40.7137,-85.1272
46711,40.6691,-84.9271
46710,41.3593,-85.2432
46706,41.334,-85.0166
46703,41.6657,-85.0006
46701,41.3565,-85.4065
46635,41.7154,-86.2042
46628,41.7169,-86.3372
46617,41.6809,-86.2319
46615,41.685,-86.2064
46601,41.6745,-86.2589
46582,41.277,-85.8589
46581,41.2381,-85.8531
46580,41.2003,-85.8697
46574,41.4837,-86.4777
46563,41.3528,-86.3162
46556,41.703,-86.2362
46552,41.6972,-86.4854
46550,41.443,-85.9822
46545,41.6915,-86.1465
46540,41.6788,-85.706
46538,41.3207,-85.7835
46534,41.281,-86.6018
46530,41.737,-86.1263
46528,41.593,-85.7564
46527,41.5822,-85.8344
46526,41.5572,-85.8966
46517,41.6168,-85.9883
46516,41.6653,-85.9227
46515,41.6819,-85.9767
46514,41.7165,-85.9757
46511,41.2139,-86.4274
46410,41.4774,-87.3257
46409,41.5378,-87.3268
46408,41.5462,-87.3749
46404,41.579,-87.3751
46403,41.6022,-87.2551
46402,41.6019,-87.3225
46394,41.6767,-87.4941
46385,41.4663,-87.1428
46384,41.4731,-87.0611
46383,41.456,-86.9975
46377,41.1953,-87.3478
46375,41.4894,-87.4537
46373,41.45,-87.4652
46360,41.6825,-86.8928
46350,41.6147,-86.7382
46347,41.3112,-87.0131
46345,41.5275,-86.7
46342,41.5167,-87.235
46324,41.5876,-87.5026
46323,41.5917,-87.4494
46322,41.5485,-87.4566
46321,41.553,-87.5027
46320,41.6077,-87.4932
46319,41.5244,-87.4189
46312,41.6441,-87.4618
46311,41.4604,-87.5169
46307,41.4021,-87.3273
46304,41.6326,-87.0405
46298,39.9149,-86.2281
46290,39.9348,-86.163
46285,39.7445,-86.1865
46280,39.9422,-86.1425
46278,39.8907,-86.2954
46268,39.9026,-86.2315
46260,39.8987,-86.1805
46259,39.6516,-85.9983
46256,39.9027,-86.0173
46255,39.767,-86.1613
46254,39.8451,-86.2824
46250,39.9108,-86.0662
46244,39.7737,-86.1577
46241,39.7127,-86.2841
46240,39.8956,-86.1281
46239,39.7259,-85.9994
46237,39.6776,-86.0725
46236,39.8816,-85.9694
46235,39.8424,-85.9819
46234,39.8126,-86.3269
46231,39.7087,-86.3311
46227,39.6785,-86.1297
46226,39.833,-86.0564
46225,39.7467,-86.1607
46224,39.792,-86.2564
46222,39.7905,-86.22
46221,39.7012,-86.2399
46220,39.8644,-86.1124
46219,39.7859,-86.0463
46218,39.8044,-86.1
46217,39.6791,-86.1924
46216,39.8578,-86.0132
46214,39.7911,-86.2902
46208,39.8336,-86.169
46206,39.7613,-86.161
46205,39.8224,-86.1449
46204,39.7723,-86.1553
46203,39.7288,-86.0695
46202,39.7799,-86.1756
46201,39.7812,-86.1093
46181,39.3667,-86.15
46176,39.5238,-85.7734
46173,39.6055,-85.4586
46168,39.6847,-86.3933
46163,39.7221,-85.9045
46151,39.4545,-86.4014
46143,39.5924,-86.1445
46142,39.62,-86.1782
46140,39.8246,-85.7991
46135,39.6613,-86.9104
46131,39.4825,-86.0309
46124,39.3859,-85.9022
46123,39.7648,-86.3969
46122,39.7683,-86.5721
46120,39.508,-86.7886
46118,39.6486,-86.5239
46117,39.8247,-85.621
46112,39.8735,-86.378
46082,39.9783,-86.1181
46077,39.9883,-86.2792
46075,40.0284,-86.3356
46074,40.0319,-86.1751
46072,40.2894,-86.0179
46069,40.1353,-86.249
46068,40.3684,-86.1102
46064,39.984,-85.7575
46062,40.0671,-86.0653
46060,40.0671,-85.9422
46055,39.8913,-85.8807
46052,40.0457,-86.4829
46038,39.9611,-86.028
46037,39.9595,-85.954
46036,40.2825,-85.8371
46033,39.9771,-86.0738
46032,39.9736,-86.1671
46016,40.0998,-85.6797
46013,40.0493,-85.6789
46012,40.1601,-85.624
46011,40.1176,-85.7784
45895,40.5756,-84.137
45887,40.7212,-84.3561
45879,41.1189,-84.5824
45871,40.4945,-84.2947
45865,40.3869,-84.3669
45860,40.3919,-84.5135
45846,40.4218,-84.7559
45845,40.333,-84.3738
45840,41.0184,-83.6792
45839,41.0442,-83.65
45817,40.8631,-83.8808
45810,40.769,-83.8282
45806,40.678,-84.1546
45805,40.7346,-84.1446
45804,40.7054,-84.0512
45801,40.7916,-84.04
45764,39.4601,-82.25
45750,39.435,-81.4345
45715,39.6116,-81.6171
45701,39.3123,-82.0793
45697,38.9593,-83.701
45690,39.1193,-83.0648
45680,38.4552,-82.5573
45662,38.7945,-82.9202
45640,39.0214,-82.6049
45638,38.5643,-82.7037
45631,38.8182,-82.2747
45601,39.3073,-83.0009
45506,39.8868,-83.8297
45505,39.9084,-83.7701
45504,39.9594,-83.8451
45502,39.8583,-83.7742
45501,39.9242,-83.8089
45475,39.646,-84.1677
45459,39.6496,-84.1623
45458,39.5994,-84.1609
45449,39.6618,-84.2443
45440,39.6677,-84.1117
45439,39.702,-84.2188
45435,39.778,-84.0613
45434,39.7315,-84.027
45432,39.7437,-84.0863
45431,39.7653,-84.0769
45430,39.7114,-84.0835
45429,39.6864,-84.1681
45426,39.8005,-84.3268
45424,39.8463,-84.1128
45420,39.7184,-84.1263
45419,39.7157,-84.1649
45417,39.7346,-84.2631
45414,39.8333,-84.1958
45410,39.7475,-84.1557
45409,39.722,-84.1924
45406,39.7816,-84.2427
45405,39.7921,-84.2144
45404,39.7911,-84.1569
45403,39.7628,-84.1565
45402,39.7575,-84.1913
45387,39.7951,-83.8571
45385,39.6784,-83.9256
45384,39.7161,-83.8778
45380,40.2468,-84.5243
45377,39.8912,-84.2262
45374,40.0394,-84.2033
45373,40.0329,-84.2092
45371,39.9432,-84.1737
45365,40.2776,-84.1582
45356,40.1606,-84.2285
45342,39.6333,-84.283
45331,40.0841,-84.6565
45324,39.8278,-83.992
45323,39.8571,-83.9314
45322,39.883,-84.3175
45315,39.8549,-84.3424
45309,39.8361,-84.412
45277,39.1212,-84.5449
45267,39.1276,-84.5123
45255,39.0565,-84.3258
45251,39.269,-84.5886
45249,39.2681,-84.3293
45247,39.2201,-84.6493
45246,39.2857,-84.4688
45245,39.0697,-84.2749
45243,39.1797,-84.347
45242,39.2453,-84.3495
45241,39.2744,-84.4074
45240,39.2857,-84.5303
45239,39.1995,-84.5825
45238,39.1077,-84.6155
45237,39.191,-84.4535
45236,39.2042,-84.3993
45233,39.1148,-84.667
45232,39.1815,-84.5098
45231,39.2612,-84.5555
45230,39.0762,-84.3887
45229,39.1524,-84.4847
45227,39.1545,-84.39
45226,39.1038,-84.423
45224,39.1982,-84.5435
45223,39.1653,-84.5514
45221,39.1276,-84.5125
45220,39.1491,-84.5219
45219,39.1259,-84.5161
45216,39.1994,-84.4899
45215,39.2348,-84.4604
45212,39.164,-84.4524
45211,39.1591,-84.5997
45209,39.1543,-84.4246
45208,39.1395,-84.4337
45206,39.1278,-84.4826
45204,39.0988,-84.5545
45202,39.1103,-84.5043
45201,39.1066,-84.4997
45177,39.46,-83.8309
45150,39.1653,-84.2304
45147,39.2125,-84.2994
45140,39.2541,-84.251
45135,39.35,-83.5522
45133,39.167,-83.5543
45121,38.8814,-83.8843
45103,39.095,-84.1516
45069,39.348,-84.4049
45066,39.5475,-84.2247
45065,39.3818,-84.2136
45056,39.4819,-84.731
45054,39.454,-84.0697
45050,39.447,-84.3672
45044,39.4451,-84.4164
45042,39.5402,-84.4427
45040,39.3511,-84.3013
45039,39.3278,-84.2361
45036,39.4533,-84.2328
45030,39.2303,-84.794
45014,39.3373,-84.5624
45013,39.4283,-84.6351
45011,39.4244,-84.4871
45005,39.5262,-84.2951
45002,39.1974,-84.7271
44907,40.7242,-82.5265
44906,40.7574,-82.5835
44904,40.6721,-82.6031
44903,40.7679,-82.4134
44902,40.7601,-82.5122
44901,40.7635,-82.5137
44883,41.129,-83.1796
44870,41.3997,-82.7054
44857,41.2302,-82.5783
44839,41.3794,-82.5514
44833,40.7252,-82.7893
44825,40.9503,-82.945
44820,40.8219,-82.9648
44813,40.5992,-82.5689
44811,41.2444,-82.846
44805,40.8693,-82.3139
44750,40.7852,-81.4197
44720,40.9003,-81.4401
44718,40.8506,-81.468
44714,40.8331,-81.3589
44710,40.7912,-81.428
44709,40.839,-81.3833
44708,40.8177,-81.4242
44707,40.7624,-81.3487
44706,40.757,-81.4249
44702,40.8001,-81.3736
44691,40.8113,-81.9755
44685,40.9611,-81.4378
44667,40.8271,-81.7639
44663,40.4545,-81.4762
44662,40.704,-81.5155
44654,40.5124,-81.8509
44646,40.8173,-81.4921
44622,40.5597,-81.4618
44615,40.5743,-81.047
44601,40.9184,-81.1161
44555,41.1232,-80.6075
44515,41.1049,-80.7617
44513,41.0983,-80.6478
44512,41.0297,-80.6729
44510,41.1175,-80.6711
44507,41.0744,-80.6551
44505,41.1334,-80.6233
44503,41.0995,-80.6463
44484,41.2314,-80.75
44483,41.2592,-80.8029
44460,40.9078,-80.8721
44446,41.1841,-80.7602
44432,40.7442,-80.7588
44410,41.3591,-80.7383
44406,41.0163,-80.7837
44333,41.1571,-81.6369
44325,41.0857,-81.5083
44321,41.099,-81.6476
44319,40.9794,-81.5274
44314,41.0464,-81.5596
44313,41.1465,-81.5677
44311,41.0671,-81.5197
44310,41.1084,-81.4964
44309,41.0641,-81.521
44308,41.0824,-81.5157
44307,41.0733,-81.5419
44306,41.037,-81.4824
44305,41.0752,-81.4643
44304,41.0867,-81.5036
44303,41.1041,-81.5381
44287,40.9382,-82.0923
44286,41.2297,-81.6444
44285,41.1606,-81.0714
44281,41.0622,-81.7404
44280,41.2299,-81.926
44278,41.1046,-81.4289
44272,41.0908,-81.18
44266,41.1586,-81.1713
44260,41.031,-81.3375
44256,41.1306,-81.8899
44251,41.0264,-81.9333
44241,41.2393,-81.3467
44240,41.1291,-81.3465
44236,41.2472,-81.4447
44234,41.3303,-81.1535
44233,41.2575,-81.735
44231,41.3126,-81.0551
44224,41.1722,-81.4365
44223,41.1704,-81.5321
44221,41.1481,-81.4809
44212,41.2568,-81.8315
44203,41.0198,-81.626
44202,41.3171,-81.3445
44181,41.4577,-81.7882
44149,41.2993,-81.8565
44147,41.3139,-81.6842
44146,41.3912,-81.5272
44145,41.4443,-81.9316
44144,41.4427,-81.7424
44143,41.5538,-81.4755
44142,41.4041,-81.8349
44141,41.3033,-81.6231
44139,41.3886,-81.4404
44138,41.3735,-81.9335
44137,41.4001,-81.5703
44136,41.2963,-81.8101
44135,41.4353,-81.807
44134,41.386,-81.7045
44133,41.3286,-81.7449
44131,41.3969,-81.6575
44130,41.3861,-81.7963
44129,41.3851,-81.7346
44128,41.4378,-81.536
44126,41.4391,-81.86
44125,41.3969,-81.607
44124,41.4967,-81.4608
44122,41.4817,-81.5186
44121,41.5317,-81.5313
44120,41.4731,-81.5778
44118,41.5051,-81.558
44117,41.5686,-81.528
44116,41.4702,-81.8522
44115,41.488,-81.6696
44114,41.5155,-81.6772
44113,41.4824,-81.697
44112,41.537,-81.5734
44111,41.4612,-81.7878
44109,41.4457,-81.7007
44108,41.5466,-81.6071
44107,41.481,-81.8006
44106,41.5074,-81.6052
44105,41.4508,-81.6331
44103,41.5188,-81.6447
44102,41.4761,-81.7432
44094,41.6364,-81.3911
44092,41.6059,-81.4669
44087,41.3212,-81.4438
44077,41.7102,-81.2137
44074,41.2894,-82.2376
44070,41.4162,-81.9099
44065,41.4624,-81.2445
44062,41.4533,-81.0271
44060,41.6961,-81.3408
44056,41.31,-81.5004
44053,41.4254,-82.2557
44052,41.4516,-82.1566
44046,41.5373,-81.0621
44041,41.7658,-80.9513
44039,41.3745,-82.0197
44035,41.3654,-82.1411
44026,41.5293,-81.3359
44024,41.5902,-81.1981
44023,41.3857,-81.3042
44022,41.4463,-81.4354
44017,41.3657,-81.8582
44012,41.4901,-82.0178
44011,41.4539,-82.0185
44010,41.7573,-80.854
44005,41.865,-80.79
44004,41.8525,-80.7857
43972,40.0986,-80.9772
43964,40.4901,-80.6763
43953,40.3616,-80.7061
43952,40.397,-80.6598
43950,40.0954,-80.9154
43938,40.3006,-80.6718
43920,40.6785,-80.5806
43812,40.2972,-81.9149
43725,40.0365,-81.5862
43716,39.8365,-80.9932
43713,39.9899,-81.1768
43701,39.9607,-81.995
43699,41.6416,-83.5446
43659,41.659,-83.526
43623,41.7061,-83.6445
43617,41.6643,-83.722
43616,41.6638,-83.4023
43615,41.6486,-83.6839
43614,41.6019,-83.636
43613,41.7051,-83.6035
43612,41.7089,-83.5472
43611,41.6953,-83.4931
43608,41.6786,-83.5321
43607,41.6502,-83.6167
43606,41.6756,-83.6092
43604,41.6507,-83.5481
43571,41.511,-83.829
43570,41.5937,-84.449
43567,41.5802,-84.1627
43560,41.6915,-83.7386
43554,41.6443,-84.5343
43551,41.5317,-83.615
43545,41.3836,-84.0989
43543,41.5968,-84.6138
43542,41.5668,-83.7717
43537,41.5768,-83.6728
43528,41.633,-83.7416
43515,41.5755,-84.0085
43512,41.3059,-84.3697
43506,41.4613,-84.5751
43502,41.5377,-84.3123
43465,41.5665,-83.5091
43456,41.6532,-82.8216
43452,41.5224,-83.0198
43450,41.3888,-83.4794
43447,41.5678,-83.4298
43430,41.5369,-83.3676
43420,41.3603,-83.1152
43402,41.3988,-83.6499
43356,40.4561,-83.0556
43348,40.4669,-83.8833
43334,40.3989,-82.788
43319,40.3111,-83.5825
43315,40.4906,-82.893
43311,40.373,-83.7725
43302,40.6005,-83.1569
43287,39.9618,-83.0007
43240,40.145,-82.9797
43235,40.0997,-83.0728
43232,39.923,-82.8771
43231,40.0844,-82.94
43230,40.0346,-82.8671
43229,40.0952,-82.9764
43228,39.9644,-83.1266
43227,39.9409,-82.8879
43223,39.9204,-83.0327
43222,39.9582,-83.0326
43221,40.0271,-83.0731
43220,40.0441,-83.0692
43219,40.0146,-82.921
43216,39.968,-83.0265
43215,39.9653,-83.0071
43214,40.0552,-83.0217
43213,39.9737,-82.8878
43212,39.9862,-83.0425
43211,40.01,-82.9813
43210,40.005,-83.0204
43209,39.9526,-82.9289
43207,39.8947,-82.9549
43206,39.9426,-82.974
43205,39.9565,-82.9627
43204,39.9528,-83.078
43203,39.9704,-82.9673
43202,40.0216,-83.0166
43201,39.9942,-83.0063
43160,39.5367,-83.4451
43153,39.7509,-83.5743
43147,39.8981,-82.7449
43146,39.7732,-83.1419
43143,39.7241,-83.3223
43140,39.8948,-83.4575
43130,39.6875,-82.5987
43125,39.8455,-82.8895
43123,39.8637,-83.1347
43110,39.826,-82.7938
43085,40.0932,-83.0275
43082,40.1692,-82.9115
43081,40.1074,-82.8864
43074,40.2669,-82.8438
43068,39.956,-82.7803
43067,40.3503,-83.4947
43065,40.1764,-83.1124
43064,40.1009,-83.2999
43062,40.0078,-82.6739
43055,40.1215,-82.362
43054,40.083,-82.8055
43050,40.3797,-82.5438
43046,39.8904,-82.5253
43040,40.2562,-83.3958
43035,40.1829,-82.9934
43031,40.1611,-82.6685
43026,40.0233,-83.1807
43025,39.97,-82.5239
43023,40.0919,-82.5225
43019,40.4894,-82.5404
43017,40.1162,-83.1353
43016,40.1024,-83.1829
43015,40.2866,-83.0577
43013,40.2396,-82.731
43006,40.4624,-82.1577
43004,40.009,-82.8028
42776,37.512,-85.9691
42754,37.4719,-86.2994
42748,37.5664,-85.7216
42728,37.1172,-85.2756
42718,37.3651,-85.3436
42701,37.7145,-85.8638
42642,37.0686,-85.0573
42455,37.5874,-87.5325
42450,37.3911,-87.7835
42437,37.6697,-87.9066
42431,37.3246,-87.4824
42352,37.5098,-87.0867
42304,37.7748,-87.1661
42303,37.7579,-87.0554
42302,37.7648,-87.0485
42301,37.7659,-87.1997
42276,36.8709,-86.8848
42241,36.8656,-87.4886
42240,36.9071,-87.4471
42234,36.7185,-87.1769
42141,36.9373,-85.9396
42135,36.7222,-86.5772
42134,36.7302,-86.5675
42104,36.8781,-86.4645
42103,36.9388,-86.3296
42102,36.9903,-86.4436
42101,37.0165,-86.4744
42071,36.6354,-88.2964
42066,36.7128,-88.6446
42025,36.8678,-88.3199
42001,37.0429,-88.6984
41858,37.1348,-82.8425
41701,37.3086,-83.0563
41653,37.6566,-82.7629
41501,37.4869,-82.5292
41339,37.4909,-83.4101
41301,37.735,-83.4441
41230,38.0692,-82.627
41169,38.5243,-82.6934
41143,38.3361,-82.9453
41105,38.4743,-82.6516
41101,38.478,-82.6455
41099,39.0172,-84.4429
41094,38.8861,-84.6309
41091,38.9217,-84.7514
41080,39.0496,-84.8356
41076,39.009,-84.429
41075,39.0815,-84.4522
41071,39.0746,-84.4827
41064,38.5109,-84.064
41056,38.6057,-83.7751
41048,39.0936,-84.7165
41042,39.0062,-84.6539
41041,38.4022,-83.7012
41018,39.0165,-84.603
41017,39.0252,-84.5577
41015,38.9823,-84.4859
41011,39.0649,-84.5403
40965,36.6446,-83.6727
40962,37.1406,-83.7542
40831,36.7101,-83.3691
40744,37.0294,-83.9641
40741,37.1313,-84.1116
40701,36.9169,-84.1606
40622,38.1997,-84.8732
40601,38.2342,-84.8665
40578,38.1362,-84.473
40555,38.0807,-84.4363
40550,38.0496,-84.5079
40536,38.0329,-84.5071
40517,37.9833,-84.4939
40515,37.9225,-84.3836
40513,38.0163,-84.6049
40511,38.1347,-84.5
40510,38.0694,-84.5924
40509,37.984,-84.3744
40508,38.048,-84.5119
40507,38.0446,-84.4945
40506,38.0395,-84.5067
40505,38.0639,-84.463
40504,38.0406,-84.5388
40503,38.0058,-84.5356
40502,38.0154,-84.4795
40484,37.5165,-84.6842
40475,37.7655,-84.3412
40422,37.6454,-84.8151
40392,37.99,-84.1797
40391,37.9714,-84.1559
40390,37.8466,-84.6654
40383,37.9931,-84.737
40361,38.2196,-84.2423
40356,37.8641,-84.5437
40353,38.0653,-83.944
40351,38.2077,-83.4422
40347,38.1578,-84.7275
40342,38.0056,-84.9539
40330,37.7898,-84.8567
40324,38.2545,-84.5405
40312,37.8414,-83.9237
40299,38.1631,-85.5152
40292,38.2158,-85.7618
